4,0,Gautier,Lloris,3,18-JUL-95,1697835600000,0,384909,822847,2568960,2568960;
7,0,Loic,Nego,3,15-JAN-91,1697836924000,0,363963,499290,2568960,2568960;
9,0,Mohamed Lamine,Bayo,1,04-JUN-98,1697835600000,1697841708480,1085538,1085538,2568960,2568960;
10,0,Nabil,Alioui,1,18-FEB-99,1697835600000,1697841021200,602558,979246,2568960,2568960;
11,0,Emmanuel Afriyie Ma,Sabbi,1,24-DEC-97,1697835600000,1697841037520,975613,975613,2568960,2568960;
14,0,Daler,Kuzyaev,2,15-JAN-93,1697835600000,0,9609564,822900,2568960,2568960;
18,0,Nolan Jean Pierre,Mbemba,2,19-FEB-95,1697841726400,0,587980,836671,2568960,2568960;
20,0,Andy Elysee,Logbo,1,06-MAY-04,1697841708520,0,1400474,1400474,2568960,2568960;
22,0,Yoann,Salmier,3,21-NOV-92,1697835600000,0,596035,923267,2568960,2568960;
23,0,Josue,Casimir,1,24-SEP-01,1697835600000,0,1251141,1251141,2568960,2568960;
27,0,Christopher Tea,Operi,3,29-APR-97,1697835600000,1697836924400,9613572,960150,2568960,2568960;
29,0,Samuel,Grandsir,1,14-AUG-96,1697841021320,0,609767,914766,2568960,2568960;
45,0,Issa,Soumare,1,10-OCT-00,1697841037600,0,1196390,1196390,2568960,2568960;
93,0,Arouna,Sangante,3,12-APR-02,1697835600000,0,1268707,1268707,2568960,2568960;
94,0,Abdoulaye,Toure,2,03-MAR-94,1697835600000,1697841726320,393401,750232,2568960,2568960;
2,1,Ruben,Aguilar,3,26-APR-93,1697835600000,0,587529,831143,2568960,2568960;
4,1,Kevin,Danso,3,19-SEP-98,1697835600000,0,606213,959629,2568960,2568960;
6,1,Salis,Abdul Samed,2,26-MAR-00,1697840287320,0,1178427,1178427,2568960,2568960;
7,1,Florian,Sotoca,1,25-OCT-90,1697835600000,0,593150,863588,2568960,2568960;
11,1,Angelo,Fulgini,2,20-AUG-96,1697839200000,0,591984,881334,2568960,2568960;
14,1,Facundo Axel,Medina,3,28-MAY-99,1697840920120,0,964777,964777,2568960,2568960;
18,1,Andy Alune,Diouf,2,17-MAY-03,1697835600000,1697838423680,1284384,1284384,2568960,2568960;
21,1,Massadio,Haidara,3,02-DEC-92,1697835600000,1697840920000,373019,582242,2568960,2568960;
22,1,Wesley,Said,1,19-APR-95,1697835600000,1697840299280,394393,733586,2568960,2568960;
23,1,Neil,El Aynaoui,2,02-JUL-01,1697841541320,0,1316569,1316569,2568960,2568960;
24,1,Jonathan,Gradit,3,24-NOV-92,1697835600000,0,582720,740649,2568960,2568960;
26,1,Nampalys,Mendy,2,23-JUN-92,1697835600000,1697840287200,363860,558150,2568960,2568960;
27,1,Morgan Bono,Guilavogui,1,10-MAR-98,1697840299320,0,1232629,1232629,2568960,2568960;
28,1,Adrien,Thomasson,2,10-DEC-93,1697835600000,1697841541200,380331,655158,2568960,2568960;
29,1,Przemyslaw Adam,Frankowski,2,12-APR-95,1697835600000,0,384772,718035,2568960,2568960;
30,3,Arthur,Desmas,4,07-APR-94,1697835600000,0,596241,881326,2568960,2568960;
30,4,Brice Lauriche,Samba,4,25-APR-94,1697835600000,0,376996,620352,2568960,2568960;
