3,0,Adrien,Truffert,3,20-NOV-01,1693141200000,1693145901520,1162817,1162817,2568963,2568963;
5,0,Arthur Nicolas,Theate,3,25-MAY-00,1693141200000,0,9618161,973617,2568963,2568963;
9,0,Arnaud,Kalimuendo,1,20-JAN-02,1693141200000,1693146873280,1097682,1097682,2568963,2568963;
10,0,Amine Ferid,Gouiri,1,16-FEB-00,1693141200000,0,609474,952434,2568963,2568963;
11,0,Ludovic Regis,Blas,2,31-DEC-97,1693141200000,0,604343,864399,2568963,2568963;
14,0,Benjamin,Bourigeaud,2,14-JAN-94,1693141200000,1693146875760,393772,747478,2568963,2568963;
15,0,Christopher Maurice,Wooh,3,18-SEP-01,1693141200000,0,1152228,1152228,2568963,2568963;
16,0,Jeanuel,Belocian,3,17-FEB-05,1693145901600,0,1369392,1369392,2568963,2568963;
21,0,Nemanja,Matic,2,01-AUG-88,1693141200000,0,358572,500460,2568963,2568963;
22,0,Lorenz,Assignon,3,22-JUN-00,1693141200000,0,1192128,1192128,2568963,2568963;
28,0,Enzo Jeremy,Le Fee,2,03-FEB-00,1693141200000,0,1166946,1166946,2568963,2568963;
33,0,Desire,Doue,2,03-JUN-05,1693146875800,0,1376304,1376304,2568963,2568963;
34,0,Ibrahim,Salah,1,30-AUG-01,1693146873320,0,1364961,1364961,2568963,2568963;
4,1,Gautier,Lloris,3,18-JUL-95,1693141200000,0,384909,822847,2568963,2568963;
7,1,Loic,Nego,3,15-JAN-91,1693141200000,1693146477400,363963,499290,2568963,2568963;
8,1,Yassine,Kechta,2,25-FEB-02,1693141200000,1693147630160,1284906,1284906,2568963,2568963;
10,1,Nabil,Alioui,1,18-FEB-99,1693141200000,1693146483480,602558,979246,2568963,2568963;
14,1,Daler,Kuzyaev,2,15-JAN-93,1693141200000,1693147167880,9609564,822900,2568963,2568963;
17,1,Oualid,El Hajjam,3,19-FEB-91,1693147643920,0,923268,923268,2568963,2568963;
18,1,Nolan Jean Pierre,Mbemba,2,19-FEB-95,1693147630200,0,587980,836671,2568963,2568963;
19,1,Rassoul,Ndiaye,2,11-DEC-01,1693147167920,0,1175928,1175928,2568963,2568963;
20,1,Andy Elysee,Logbo,1,06-MAY-04,1693146483520,0,1400474,1400474,2568963,2568963;
22,1,Yoann,Salmier,3,21-NOV-92,1693141200000,1693147643880,596035,923267,2568963,2568963;
27,1,Christopher,Operi,3,29-APR-97,1693141200000,0,9613572,960150,2568963,2568963;
29,1,Samuel,Grandsir,1,14-AUG-96,1693141200000,1693145774760,609767,914766,2568963,2568963;
93,1,Arouna,Sangante,3,12-APR-02,1693141200000,0,1268707,1268707,2568963,2568963;
94,1,Abdoulaye,Toure,2,03-MAR-94,1693141200000,0,393401,750232,2568963,2568963;
99,1,Emmanuel Afriyie Ma,Sabbi,1,24-DEC-97,1693146477520,0,975613,975613,2568963,2568963;
30,3,Steve,Mandanda,4,28-MAR-85,1693141200000,0,350155,397826,2568963,2568963;
30,4,Arthur,Desmas,4,07-APR-94,1693141200000,0,596241,881326,2568963,2568963;
