2,0,Maxime Jean-Yves,Colin,3,15-NOV-91,1698591600000,0,370606,572971,2568989,2568989;
3,0,Matthieu,Udol,3,20-MAR-96,1698591600000,0,596236,881318,2568989,2568989;
5,0,Fali,Fali Cande,3,24-JAN-98,1698597368920,0,1165049,1165049,2568989,2568989;
8,0,Ismael Abdul,Traore,3,18-AUG-86,1698591600000,0,354999,383462,2568989,2568989;
11,0,Simon,Elisor,1,22-JUL-99,1698597363720,0,1232962,1232962,2568989,2568989;
14,0,Cheikh Tidiane,Sabaly,2,04-MAR-99,1698591600000,1698596347520,1127240,1127240,2568989,2568989;
17,0,Benjamin,Tetteh,1,10-JUL-97,1698591600000,1698597363680,594825,871756,2568989,2568989;
18,0,Mamadou Lamine,Camara,2,01-JAN-04,1698591600000,1698596687720,1395728,1395728,2568989,2568989;
22,0,Kevin Daniel Guitoun,Van Den Kerkhof,3,14-MAR-96,1698591600000,0,1389351,1389351,2568989,2568989;
27,0,Danley,Jean-Jacques,2,20-MAY-00,1698596687720,0,1049176,1049176,2568989,2568989;
29,0,Christophe,Herelle,3,22-AUG-92,1698591600000,0,380032,650803,2568989,2568989;
34,0,Joseph,N'Duquidi,2,31-OCT-04,1698591600000,0,1374126,1374126,2568989,2568989;
36,0,Abdoulie,Jallow,2,14-NOV-98,1698596347520,0,1058989,1058989,2568989,2568989;
99,0,Joel Joshoghene,Asoro,1,27-APR-99,1698591600000,1698597368800,604068,945782,2568989,2568989;
4,1,Gautier,Lloris,3,18-JUL-95,1698591600000,0,384909,822847,2568989,2568989;
7,1,Loic,Nego,3,15-JAN-91,1698591600000,0,363963,499290,2568989,2568989;
8,1,Yassine,Kechta,2,25-FEB-02,1698597136320,0,1284906,1284906,2568989,2568989;
9,1,Mohamed Lamine,Bayo,1,04-JUN-98,1698591600000,1698597742320,1085538,1085538,2568989,2568989;
10,1,Nabil,Alioui,1,18-FEB-99,1698591600000,1698597147680,602558,979246,2568989,2568989;
11,1,Emmanuel Afriyie Ma,Sabbi,1,24-DEC-97,1698591600000,1698596007120,975613,975613,2568989,2568989;
14,1,Daler,Kuzyaev,2,15-JAN-93,1698591600000,1698597136280,9609564,822900,2568989,2568989;
21,1,Antoine,Joujou,1,12-MAR-03,1698596007120,0,1434044,1434044,2568989,2568989;
22,1,Yoann,Salmier,3,21-NOV-92,1698591600000,0,596035,923267,2568989,2568989;
23,1,Josue,Casimir,1,24-SEP-01,1698591600000,0,1251141,1251141,2568989,2568989;
29,1,Samuel,Grandsir,1,14-AUG-96,1698597742320,0,609767,914766,2568989,2568989;
45,1,Issa,Soumare,1,10-OCT-00,1698597147720,0,1196390,1196390,2568989,2568989;
93,1,Arouna,Sangante,3,12-APR-02,1698591600000,0,1268707,1268707,2568989,2568989;
94,1,Abdoulaye,Toure,2,03-MAR-94,1698591600000,0,393401,750232,2568989,2568989;
16,3,Alexandre Roger,Oukidja,4,19-JUL-88,1698591600000,0,350142,397815,2568989,2568989;
30,4,Arthur,Desmas,4,07-APR-94,1698591600000,0,596241,881326,2568989,2568989;
