2,0,Sinaly,Diomande,3,09-APR-01,1694983500000,0,1211497,1211497,2569013,2569013;
3,0,Nicolas Alejandro,Tagliafico,3,31-AUG-92,1694983500000,0,366626,554023,2569013,2569013;
4,0,Edgar Paul,Akouokou,2,20-DEC-97,1694983500000,1694989002360,1156568,1156568,2569013,2569013;
6,0,Maxence,Caqueret,2,15-FEB-00,1694983500000,0,609463,952424,2569013,2569013;
7,0,Mama Samba,Mama Balde,1,06-NOV-95,1694988464200,0,968992,968992,2569013,2569013;
8,0,Corentin,Tolisso,2,03-AUG-94,1694983500000,1694988464160,573562,723245,2569013,2569013;
10,0,Alexandre Armand,Lacazette,1,28-MAY-91,1694983500000,0,363525,495900,2569013,2569013;
18,0,Mathis Rayan,Cherki,2,17-AUG-03,1694983500000,0,1156785,1156785,2569013,2569013;
19,0,Diego Manuel Jadon,Diego Moreira,1,06-AUG-04,1694988976320,0,1341587,1341587,2569013,2569013;
20,0,Sael,Kumbedi,3,26-MAR-05,1694983500000,0,1358135,1358135,2569013,2569013;
22,0,Clinton,Mata Pedro Lourenco,3,07-NOV-92,1694983500000,0,589646,825935,2569013,2569013;
24,0,Johann Theo Tom,Lepenant,2,22-OCT-02,1694989002400,0,1196609,1196609,2569013,2569013;
37,0,Ernest,Nuamah,1,01-NOV-03,1694983500000,1694988976200,1365006,1365006,2569013,2569013;
4,1,Gautier,Lloris,3,18-JUL-95,1694983500000,0,384909,822847,2569013,2569013;
8,1,Yassine,Kechta,2,25-FEB-02,1694983500000,1694987848160,1284906,1284906,2569013,2569013;
9,1,Mohamed Lamine,Bayo,1,04-JUN-98,1694983500000,1694987862920,1085538,1085538,2569013,2569013;
10,1,Nabil,Alioui,1,18-FEB-99,1694983500000,1694988808120,602558,979246,2569013,2569013;
11,1,Emmanuel Afriyie Ma,Sabbi,1,24-DEC-97,1694988808200,0,975613,975613,2569013,2569013;
14,1,Daler,Kuzyaev,2,15-JAN-93,1694983500000,1694989735680,9609564,822900,2569013,2569013;
19,1,Rassoul,Ndiaye,2,11-DEC-01,1694987848200,0,1175928,1175928,2569013,2569013;
20,1,Andy Elysee,Logbo,1,06-MAY-04,1694988800520,0,1400474,1400474,2569013,2569013;
22,1,Yoann,Salmier,3,21-NOV-92,1694983500000,0,596035,923267,2569013,2569013;
23,1,Josue,Casimir,1,24-SEP-01,1694983500000,1694988800400,1251141,1251141,2569013,2569013;
27,1,Christopher,Operi,3,29-APR-97,1694983500000,0,9613572,960150,2569013,2569013;
29,1,Samuel,Grandsir,1,14-AUG-96,1694987863000,0,609767,914766,2569013,2569013;
45,1,Issa,Soumare,1,10-OCT-00,1694989735720,0,1196390,1196390,2569013,2569013;
93,1,Arouna,Sangante,3,12-APR-02,1694983500000,0,1268707,1268707,2569013,2569013;
94,1,Abdoulaye,Toure,2,03-MAR-94,1694983500000,0,393401,750232,2569013,2569013;
1,3,Anthony,Lopes,4,01-OCT-90,1694983500000,0,362965,493708,2569013,2569013;
30,4,Arthur,Desmas,4,07-APR-94,1694983500000,0,596241,881326,2569013,2569013;
